price,artist,title,condition,period,movement,year_numeric,condition_grouped,is_signed
800,Carl Roters,Indian Horses,No apparent signs of damage to artwork.Not examined out of frame.Overmat with several wrinkles.Frame with minor wear.,Post-War,Realism,1971,Other,Yes
30000,Robin Rhode,Ballad to Ballet,Work appears to be in good condition. Light dust throughout. Some frames are scratched and dinged.,Contemporary,Conceptual ,2008,Good,No
18000,Dashiell Manley,"Triangles (Front, Back, Blue Gels, Fingers)",Good condition.,Contemporary,Abstract,2013,Good,No
15000,Jessica Jackson Hutchins,Punctuation,The work appears to be in excellent condition. The piece is framed. There are some very small pieces of material in the bottom of the frame that have come away from the piece. This work has not been inspected out of the frame.,Contemporary,Abstract,2011,Excellent,No
12000,Artie Vierkant,Image Object Sunday 12 February 2012 6:22pm,Artwork not inspected.,Contemporary,Abstract,2012,Other,No
23000,James Welling,Glass House,Excellent condition. Frame has slightly cracked miter joint on upper right corner.,Contemporary,Conceptual ,2010,Excellent,Yes
128000,John Baldessari,"National City (W,1,2,3,4,5,6,B)",Excellent condition.,Contemporary,Pop Art,1996,Excellent,Yes
160000,Alex Katz,Black Dress Portfolio,Excellent condition.,Contemporary,Pop Art,2015,Excellent,Yes
6500,Biff Elrod,Other Woman I,Excellent condition.,Contemporary,Pop Art,2011,Excellent,Yes
5500,Biff Elrod,G-OW-RW,Excellent condition.,Contemporary,Pop Art,2008,Excellent,Yes
5000,Flip Schulke,"Cassius Clay at the 5th Street Gym, Miami Beach, FL",This print is in generally excellent condition. There are some fingerprints in the upper right quadrant.,Modern,Realism,1961,Excellent,Yes
4500,Ralph Morse,Cassius Clay After Defeating Sonny Liston,"This early print is in generally very good condition. Visible under close inspection are some scuffs, soft handling creases and an approximately one-inch crease in the lower left quadrant that appears to break the emulsion. There is minor edge wear, with some sharp creases that break the emulsion and occasional losses. On the reverse are numerous reproduction notations in crayon and graphite in unidentified hands.",Modern,Realism,1964,Good,No
4000,John Shearer,Muhammed Ali (Training),"This print is in generally very good condition. Visible under close examination are hairline scratches, some cloudy areas that may be the result of processing, scuffs, and soft handling creases. ‘25619 / 6C13M 27’ Is written in pencil in an unidentified hand on the reverse.",Modern,Realism,1920,Good,No
4000,Flip Schulke,Cassius Clay training in a pool at the Sir John Hotel in Miami,Not specified,Modern,Realism,1964,Not Specified,Yes
4000,Flip Schulke,"Muhammad Ali at the Fifth Street Gym, Miami Beach",This print is in generally excellent condition. There are occasional hairline scratches. In the margin is a piece of adhesive with ‘P74’ and ‘63%’ written in pencil in an unidentified hand.,Modern,Realism,1964,Excellent,Yes
22500,Christopher Williams,"CUTAWAY MODEL NIKKOR ZOOM LENS 50-300MM Ƒ/4.5. PHOTOGRAPHY BY THE DOUGLAS M. PARKER STUDIO, LOS ANGELES, CALIFORNIA, OCTOBER 13, 2007 - OCTOBER 29, 2007","This work is in very good condition overall.There is a light layer of surface dust that has adhered to the surface.Under very close inspection there is a white spot accretion, 7 inches from the top edge and 10 inches from the left edge.",Contemporary,Realism,2007,Good,Yes
37000,Marcel Dyf,Fille aux Violets,"Overall very good condition.Small chip to canvas at left side, middle.Occasional scratching and chips at frame corners.Not examined out of frame.",Post-War,Impressionism,1957,Good,Yes
9350,Mickalene Thomas,Portrait of Marie Sitting in Black and White,Excellent condition.Not examined out of frame.,Contemporary,Conceptual ,2012,Excellent,No
14680,Mickalene Thomas,Madame Mama Bush in Black and White,Excellent condition.,Contemporary,Conceptual ,2007,Excellent,Yes
20000,Hiroshi Sugimoto,Helicoid Minimal Surface,Excellent condition.,Contemporary,Conceptual ,2004,Excellent,Yes
20000,Hiroshi Sugimoto,Differential Bevel Gear,Excellent condition.,Contemporary,Conceptual ,2004,Excellent,Yes
5000,Berndnaut Smilde,Iconoclouds,Excellent condition.,Contemporary,Conceptual ,2013,Excellent,Yes
25000,Ed  Ruscha,Sin,Excellent condition.,Contemporary,Conceptual ,1970,Excellent,Yes
5000,Allan  McCollum,Lands of Shadow and Substance #27,Excellent condition.,Contemporary,Conceptual ,2014,Excellent,No
5000,Allan  McCollum,Lands of Shadow and Substance #21,Excellent condition.,Contemporary,Conceptual ,2014,Excellent,No
5000,Allan  McCollum,Lands of Shadow and Substance #2,Excellent condition.,Contemporary,Conceptual ,2014,Excellent,No
2000,Sophie Von Hellermann,Untitled ,No obvious signs of wear or use. ,Contemporary,Expressionism,2010,Other,Yes
2000,Dawn Mellor,Untitled ,Minor losses to paint layers on edges.Water damage on verso. ,Contemporary,Expressionism,1998,Other,Yes
3000,Gillian Carnegie,Untitled ,No obvious signs of wear or use. ,Contemporary,Impressionism,1998,Other,Yes
6000,Lawrence Weiner,BE THAT AS IT MIGHT - ASPIRE,Occasional smudges and wear to corners. ,Contemporary,Conceptual ,2009,Other,Yes
15500,Paul Lucien Maze,Oxford from Christ Church Pavilion,No obvious signs of wear to art.Not examined out of frame.Minor frame abrasion and chips to gilt at edges.,Post-War,Post-Impressionism,1950,Other,Yes
4000,Zak Smith,Things I Drew and Pinned to the Wall 2007,Not specified,Contemporary,Punk,2007,Not Specified,No
2000,Matthew Brannon,Sick Whore 2006,Not specified,Contemporary,Conceptual ,2006,Not Specified,No
4000,Zak Smith,Full-Spectrum Dominance in All Theaters 2007,Not specified,Contemporary,Punk,2007,Not Specified,No
2000,Matthew Brannon,How It All Ends 2006,Not specified,Contemporary,Conceptual ,2006,Not Specified,No
9500,Paige Neuhauser,W. 28th from Great Jones Alley series,This work is in excellent condition.,Contemporary,Photorealism,2021,Excellent,Yes
9500,Paige Neuhauser,Broadway & 28th from Great Jones Alley ,This work is in excellent condition.,Contemporary,Photorealism,2021,Excellent,Yes
9500,Paige Neuhauser,Great Jones #2 from Great Jones Alley Series,This work is in excellent condition.,Contemporary,Photorealism,2021,Excellent,Yes
650,David Levinthal,Barbie 64,This work is in excellent condition with no signs of wear.This work is unframed.,Contemporary,Pop Art,1998,Excellent,Yes
2500,Doris McCarthy,Arancia,Excellent condition.,Contemporary,Abstract,2021,Excellent,Yes
2500,Doris McCarthy,lampone,Excellent condition ,Contemporary,Abstract,2021,Excellent,Yes
8000,Diane Tuft,States of Matter,This work is in very good condition overall.Small nick to one corner of the frame.,Contemporary,Environmental Art,2005,Good,Yes
8000,Diane Tuft,Red Sea,This work is in very good condition with no obvious signs of damage or wear.,Contemporary,Environmental Art,2005,Good,Yes
25000,GEORGE LOVETT KINGSLAND MORRIS,"St. Etienne-du-Mont, No. 2","The canvas is unlined and there is minor frame abrasion at the extreme edges. Under UV: there is some inpainting to address frame abrasion. Although some pigments read strongly under UV, they appear to be the artist's original.",Post-War,Cubism,1962,Other,Yes
3895,Bruce Nauman,Sequence,This work is in very good condition.Minor crease and bend to lower right corner of print.,Post-War,Pop Art,1969,Good,Yes
15000,Francesco Correggia,Nevermore,Overall excellent condition.,Contemporary,Abstract,2013,Excellent,Yes
12000,Francesco Correggia,Verso Sera,Overall excellent condition.,Contemporary,Abstract,2012,Excellent,Yes
12000,Francesco Correggia,Si Sciara,Overall excellent condition.,Contemporary,Abstract,2012,Excellent,Yes
7000,Thomas Struth,"Schönfeldstrasse (Bronze-Reiter), München","This ferrotyped print, on double-weight Agfa paper, is in generally excellent condition. Upon close inspection in raking light, the following are visible: scattered, minor pitting; a few hairline scratches and scuffs; a sharp, crescent-shaped handling crease in the lower left quadrant; and a v-shaped soft crease in the upper right quadrant.The signed label on the reverse of the frame is annotated 'DM 3,200.-' in an unidentified hand in ink.",Post-War,Realism,1984,Excellent,Yes
7000,Thomas Struth,"Yamaguchi, Landscape with Garages","This large ferrotyped print, on double-weight Agfa paper, is in generally excellent condition. When examined closely in raking light, some minor pitting and a few deposits of original retouching are visible. The upper and lower margins are very gently rippled. The signed label on the reverse of the frame is annotated 'DM 2.900.-' in an unidentified hand in pencil. ",Post-War,Realism,1986,Excellent,Yes
70000,Willem de Kooning,Untitled ,"This drawing is in good and stable condition consistent with its age, the inherent quality of the artist's chosen materials, and other examples of the artist's works using similar materials.The paper support is toned overall with some additional darkening corresponding to the area exposed to light. There is a liquid stain at the top left corner, which is likely attributable to the milieu of the artist’s studio. The sheet is structurally sound with some small edge tears and dents. An old tear that crosses the width of the sheet has been well-mended during an earlier restoration procedure through the application of an overall paper lining on the verso surface.The sheet has natural undulations and minor distortions throughout. The UV examination did not reveal anything further of note and provided additional support for the observations above.Presented with a window mat that covers the sheet edges.",Post-War,Abstract Expressionism,1955,Good,Yes
995,Mariann Loveland-Miller,Day Box ,This work is in overall good condition.There is a small abrasion center left.,Post-War,Surrealism,1983,Good,No
995,Mary Frank,Untitled (3 Figures),This work is in good condition.Not examined out of frame.,Post-War,Abstract,1993,Good,Yes
1895,Anders Knutsson,The Swimmers ,Not examined out of frame. Tenting and buckling inherent in artist's chosen working materials.,Post-War,Abstract,1980,Other,No
595,Paul Manes,Untitled ,This work is in good condition.Not examined out of frame.,Post-War,Abstract,1986,Good,Yes
1595,Mary Frank,Mating Gnus ,Not examined out of frame.Abrasion to plexiglass.,Post-War,Realism,1990,Other,Yes
995,Fred Mitchell,"Killyan Kill, Afternoon ",This work is in good condition.Not examined out of frame.,Post-War,Expressionism,1985,Good,Yes
2500,Mary Frank,Untitled,This work is in good condition.Not examined out of frame.Back of piece not examined.,Post-War,Art Brut,1976,Good,Yes
8000,Walker Evans,Passengers on the Subway,"This print, on double-weight paper with a slight surface sheen, is in generally excellent condition. There are a few soft handling creases overall and a sharp crease in the lower left corner that does not appear to break the emulsion. The lower margin corners are bumped and the upper paper-ply is peeling. On the reverse, each corner in slightly discolored.",Modern,Realism,1939,Excellent,Yes
1500,Arnold Genthe,New Mexico,"This warm-toned print, on paper with a nearly matte, eggshell surface, is in generally good to very good condition. The following are visible: uneven, minor silvering; deposits of original retouching; a small loss and a sharp crease that appears to break the emulsion near the upper left corner; linear abrasions under the signature; a few superficial scratches; and discoloration in the the upper left corner.  The reverse is soiled and there are remnants of a previous mount. '124.005.307' is written in pencil in an unidentified hand.",Modern,Realism,1900,Good,Yes
8000,Andrew Moore,"Salon Verde, Havana, Cuba, 1998",Some smudges on back side of plexiglass near the top.Not examined outside of frame.,Post-War,Realism,1998,Other,Yes
27000,Alex Katz,Chance 3 (Darinka),Excellent condition.Not examined out of frame.,Contemporary,Pop Art,2016,Excellent,Yes
9000,Kim Gottlieb Walker,Bob Marley Smoking,Excellent condition.,Post-War,Realism,1975,Excellent,Yes
3000,Kim Gottlieb Walker,Bob Marley,Excellent condition.,Post-War,Realism,1975,Excellent,Yes
3000,Kim Gottlieb Walker,"Carol King and James Taylor, London ",Excellent condition.,Post-War,Realism,1971,Excellent,Yes
3000,Kim Gottlieb Walker,Rod Stewart,Excellent condition.,Post-War,Realism,1970,Excellent,Yes
3000,Kim Gottlieb Walker,Andy Warhol Smiling (Unusual),Excellent condition.,Post-War,Realism,1970,Excellent,Yes
2500,Kim Gottlieb Walker,"Bob Marley Bare Chest at Window, Jamaica ",Excellent condition.,Post-War,Realism,1975,Excellent,Yes
2500,Kim Gottlieb Walker,Jimi Plays Backstage at The Shrine,Excellent condition.,Post-War,Realism,1967,Excellent,Yes
75000,Biff Elrod,Ceiling Painting,This work is in excellent condition.,Contemporary,Pop Art,2018,Excellent,Yes
3800,Arie Smit,Bathing Place,This work is in very good condition.Minor scuffs to frame with tear to paper backing.Art not examined outside of frame.,Post-War,Expressionism,1974,Good,Yes
1200,ROBERT KELLY,Asana II,This work is in good condition.Creasing to margins at lower right.Spots at blind stamp at lower left corner.Small spots in margin at left center.,Post-War,Abstract,1989,Good,Yes
71500,Larry Bell,New Test #1,Not examined out of frame.Moderate sheet undulation due to artist's chosen working materials. ,Contemporary,Minimalism,2003,Other,Yes
6000,Maurice Braun,Harbor at Cape Cod,This work has not been examined out of its frame.,Modern,Impressionism,1910,Other,Yes
7000,Maurice Braun,On the River,Not examined out of frame.Canvas slightly loose in frame.,Modern,Impressionism,1930,Other,Yes
15000,Francesco Correggia,I Am Alone,This work is in excellent condition.,Contemporary,Abstract,2013,Excellent,Yes
7500,Julius Lumsdem,Monolith III,Overall excellent condition. ,Contemporary,Abstract,2005,Excellent,Yes
2250,RENÉ LALIQUE,Drawings of a Pendant and Comb,"Overall both drawings are in good condition.Pendant drawing:A few small losses to the sheet in all four corners.Along the upper edge there are three vertical repaired tears, the longest of which measures 4 inches, and an additional repaired loss.Along the center of the left edge, there are several repaired losses which together measure 5 ½ x ½ inches and a horizontal repaired tear measuring 2 inches.Along the center of the lower edge, there is a repaired loss measuring 3 x ¼ inches. In the upper right quadrant, between two pendant designs, there is a network of interconnected repaired losses and tears, the total area of which measures 1 ½ x 2 inches.Along the right edge there is a ½ inch loss.A few flattened handling creases throughout.Comb drawing:Small losses to the sheet in the upper left and lower right corners.Along the lower edge there is a ½ inch repaired tear and a ¼ inch nick in the sheet.Along the right edge there is a ½ inch tear.Along the left edge there is a repaired tear measuring 1 ½ inches.In the upper right quadrant of the sheet, there is a C-shaped repaired tear measuring 4 ½ inches in length. Another 1 inch repaired tear in the same area.Other handling creases in the sheet throughout.",19th Century,Art Nouveau,1890,Good,Yes
6000,Paul Jenkins,Hellenic Ode,Not examined out of frame. Minor loss to gilding on frame. Surface wear to plexiglass. ,Post-War,Abstract Expressionism,1959,Other,Yes
7000,Ruth Bernhard,Classic Torso,"This print is in generally excellent condition.There is blue discoloration, possibly an ink deposit, in the upper corners of the reverse of the mount. 'B625' and '635' are written in pencil in an unidentified hand on the reverse.",Post-War,Realism,1952,Excellent,Yes
3000,Albert Clark &amp; Son,Horse In A Stable,This work is in good condition with wear commensurate with age and use.Artwork has not been examined outside of frame.Paint loss including scratches.,19th Century,Traditional,1894,Good,Yes
6000,Ruth Bernhard,Eagle/Edin,"This print, on paper with a slight surface sheen, and flush-mounted to board, is in generally very good condition. Visible under close examination are some impressions, scratches, and deposits of original retouching. The print is trimmed to the image and there is minor wear and chipping to the edges and corners.The reverse is appropriately age darkened and soiled. There are several tape remnants, some graphite framing guidelines, and two hinge remnants in the upper left and upper right corners. 'RB246' is written in pencil in an unidentified hand.When examined under ultraviolet light, this print does not appear to fluoresce.",Modern,Realism,1941,Good,Yes
4000,Ruth Bernhard,With Turban No. 1,"This print, with a semi-glossy surface, is in generally excellent condition. Under close examination, some deposits of original retouching and some very faint impressions are visible. A thin excess of dry-mounting tissue is visible on the mount at periphery of the print. The mount is yellowed overall and there is a rust-colored deposit near the signature.  There is a Ginny Williams Collection label on the reverse of the mat.",Post-War,Realism,1962,Excellent,Yes
7000,Ruth Bernhard,Creation ,"This print, on paper with a surface sheen and flush-mounted to board, is in generally good condition. Under close examination, the following are visible: faint impressions and scratches; deposits of original retouching; ink deposits along the upper edge; and a glossy area parallel to the lower edge. Visible under raking light are several translucent liquid drips, each approximately 7 inches long, extending from the upper edge.The edges and corners are bumped and there are tiny losses to the emulsion. The upper right corner is creased but does not appear to break the emulsion. The edges of the board are inked.  The reverse is soiled. There are yellowed adhesive remnants and abrasions suggesting that the print was previously affixed to a secondary mount. 'RB124' is written in pencil in an unidentified hand on the reverse.When examined under ultraviolet light, this print does not appear to fluoresce.",Modern,Realism,1936,Good,Yes
4000,Ruth Bernhard,Abstract Torso,This print is in excellent condition.There are some deposits of original retouching.,Post-War,Abstract,1947,Excellent,Yes
4000,Ruth Bernhard,Dark Torso with Hands,"This work is in excellent condition.This print on double-weight paper with a surface sheen, is in generally excellent condition. Under close examination, there are some scattered shallow impressions. The photograph is printed to the image and the edges are worn.'RB138' and 'OUT' are written in pencil in an unidentified hand on the reverse. The upper right corner of the reverse is soiled.",Post-War,Realism,1971,Excellent,Yes
3000,Ruth Bernhard,Joan,"This solarized print, on Agfa paper, is in generally excellent condition. There is a 3-inch diagonal crease in the upper right corner that does not appear to break the emulsion. 'RB147' is written in pencil in an unidentified hand on the reverse.",Post-War,Realism,1962,Excellent,Yes
5000,Ruth Bernhard,Harvest ,"This lush, matte-surface print is in generally excellent condition. The mount is faintly soiled and the edges and corners are worn.The reverse of the mount is faintly soiled and there are some scattered fingerprints. The following is written in pencil in an unidentified hand on the reverse: 'AGFA 1143-PAPER, UNIQUE, AOZ-V-89, $4500' and 'RB021.'",Post-War,Realism,1953,Excellent,Yes
7000,Ruth Bernhard,Perspective II,This print is in excellent condition. The sheet is gently rippled.,Post-War,Realism,1967,Excellent,Yes
2000,Ruth Bernhard,Shell and Driftwood,"This print is in generally excellent condition. Under close examination, there are some deposits of original retouching, a few tiny impressions, and 2"" faint, circular disruptions near the center.The reverse is faintly soiled. There are abrasions and hinge remnants, suggesting this print was previously affixed to a secondary mount.'Property of Ginny Williams' is written in pencil by Ginny Williams on the reverse. '1200-' and 'C.170,10' are written in pencil in an unidentified hand. 'Printed in / Book Ruth Bernhard / The Ginny Williams Collection' is written in pencil by Ginny Williams on a Post-It note affixed to the reverse.",Modern,Realism,1943,Excellent,Yes
3000,Ruth Bernhard,Rockport Nude,"This photograph, on semi-glossy paper, is in generally very good to excellent condition.There are scattered deposits of original retouching, some faint scratches, and a few small translucent liquid droplets. The periphery of the image is somewhat yellowed. The photograph is trimmed to the image and there are a few chips to the emulsion along the edges. Since the reverse of the image is hinged to a mat, it cannot be examined.When examined under ultraviolet light, this print appears to fluoresce.",Post-War,Realism,1946,Excellent,No
3000,Ruth Bernhard,Two Cows,"This print, on paper with a slight surface sheen, is in generally excellent condition. Under close examination, a few deposits of original retouching are visible.'RB062' and 'SP' are written in pencil in an unidentified hand on the reverse. The reverse is very faintly soiled.",Modern,Realism,1937,Excellent,Yes
3000,Ruth Bernhard,Teapot,"This print, with a semi-glossy surface, is in generally excellent condition. The reverse of the mount is abraded in a small area in the upper right corner.",Post-War,Surrealism,1976,Excellent,Yes
35000,Richard Corman,Jean-Michel Basquiat,Works not inspected out of frame.Undulation to paper along edges of matting. ,Contemporary,Realism,1984,Other,Yes
8750,Larry Rivers,Make Believe Ballroom ,"This work is in good condition.The work is in generally good condition apart from surface soiling and scattered spots of pale, mottled discoloration.The adhesive discolored in a few spots along the seams.",Post-War,Pop Art,1989,Good,Yes
2500,Hiro Yokose,Untitled #3890,This work is in very good condition.No obvious signs of damage.,Contemporary,Romanticism,2002,Good,Yes
2000,Hiro Yokose,Untitled #3972,This work is in good condition.Small chip to frame on upper left.Inconsistencies on wax surface on top center.,Contemporary,Romanticism,2003,Good,Yes
600,George Platt Lynes,Nude Figures On A Brass Bed ,This work is in good condition.Slight rippling to paper.,Modern,Realism,1920,Good,No
600,George Platt Lynes,Kate Lawson,This work is in good condition.Slight rippling to paper.,Modern,Realism,1935,Good,No
600,George Platt Lynes,Laurie Douglas Horbach,This work is in good condition.Slight rippling to paper.,Modern,Realism,1944,Good,No
2550,Harry Wilson Watrous,Still Life with St. Anthony Figurine,This work is in good condition.Small chip to paint on top left corner.,Modern,Realism,1930,Good,Yes
5500,LEWIS W. HINE,Selected Images of Workers ,"This work is in overall excellent condition.Under close examination, the following are visible: faint silvering in the darkest areas of the prints and occasional chips to the black margins.Adhesive remnants, abrasions, and faint soiling on the reverse of the prints.When examined under ultraviolet light, these prints do not appear to fluoresce.",Modern,Realism,1911,Excellent,Yes
6500,RALPH STEINER,Portfolio III ,"This work is in overall excellent condition.Under close examination, the following are visible: faint silvering in the darkest areas of the prints and occasional chips to the black margins.There are adhesive remnants, abrasions, and faint soiling on the reverse of the prints.When examined under ultraviolet light, these prints do not appear to fluoresce.",Modern,Realism,1921,Excellent,Yes
800,Stephen Neil Lorber,Still Life With Lumber,This work is in good condition.Not examined outside of frame.Slight rippling and toning to paper.,Post-War,Realism,1975,Good,Yes
1500,Frances Kuehn,Untitled (NBR 8) (APPLE) ,Not examined out of frame.Creasing. Minor stains and nicks to frame.,Post-War,Realism,1960,Other,Yes
1500,Amy Scott,Winter-Rose/Katy's Vase ,Not examined out of frame. Surface marks through wood frame. Creasing to paper. Adhesive remnants at back.,Post-War,Realism,1960,Other,Yes
800,Brett Groves,Correspondence 05 (Strike Gently),This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Contemporary,Realism,2012,Good,Yes
800,Caren Canier,Still Life with Iris ,Not examined out of frame. Minor creasing.,Post-War,Realism,1960,Other,Yes
800,Curtis Ripley,The Pink Vase,This work is in very good condition.Not examined outside of frame. Light scratches to plexiglass,Post-War,Realism,1981,Good,Yes
800,Stephen Neil Lorber,Chinese Baskets,This work is in good condition.Not examined outside of frame.Rippling and toning to paper.,Post-War,Realism,1977,Good,Yes
1500,Stephen Neil Lorber,Navajo Ceremonial,This work is in very good condition.Not examined outside of frame.Rippling to paper.,Post-War,Realism,1960,Good,Yes
1500,Marcia Scanlon,Millhollow XI,Not examined outside of frame. Slight bowing to paper.Smudges on bottom of frame.,Post-War,Realism,1960,Other,Yes
1500,Debra Bermingham,Wedding Gift ,Not examined out of frame.Minor markings to wood frame.,Post-War,Realism,1960,Other,No
1500,Christine McArthur,Strawberry Tots,Not examined outside of frame. Paper bowed at bottom.,Contemporary,Expressionism,2000,Other,Yes
800,Olivia Munroe,A Collection ,This work is in good condition.Not examined out of frame.,Post-War,Realism,1980,Good,Yes
800,Adrianne Wortzel,Blue Gray ,This work is in good condition.Not examined out of frame.Sheet undulation.Scratches to plexiglass.,Post-War,Realism,1990,Good,Yes
800,Martin McGinn,Plastic Buckets ,This work is in good condition.Not examined out of frame.Minor indentations to sheet.Soiling to edges of frame.,Contemporary,Expressionism,2001,Good,Yes
1500,Laura Newman,Biomorphic Furniture ,Not examined out of frame. Sheet undulation. Numerical inscriptions in pencil at back of frame.,Post-War,Abstract,1989,Other,No
1500,Robert Parker,Irish Interior,Not examined outside of frame. Paper has a noticeable seam across the middle of the image.  ,Post-War,Expressionism,1960,Other,Yes
800,Mary Jo Vath,Untitled ,This work is in good condition.Not examined out of frame.Minor sheet undulation.,Contemporary,Realism,2003,Good,Yes
800,Stuart Nielsen,Shell/Butterfly,This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Post-War,Expressionism,1978,Good,Yes
800,Marcia Scanlon,Millhollow,This work is in very good condition.Not examined outside of frame.Light smudges to frame.,Post-War,Realism,1960,Good,Yes
800,Neil Winokur,Tools,This work is in good condition.Minor wear to finish.Back is lined with paper that is unaffixed in some areas.,Post-War,Realism,1990,Good,No
1500,Willie White,Untitled,Not examined outside of frame. No obvious defects to artwork.,Post-War,Expressionism,1986,Other,No
800,Elspeth Lamb,Anaktos,This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Post-War,Abstract,1989,Good,No
1500,Leatrice Rose,Bananas,This work is in very good condition.Not examined outside of frame.Slight rippling to paper.Smudge on top of frame.,Post-War,Realism,1960,Good,Yes
680,David Fokos,Moonrise,This work is in very good condition with no obvious signs of wear to the photo.Not examined out of frame.Chips to frame.,Contemporary,Realism,2001,Good,Yes
680,Suzanne Song,"Untitled, Replica V3",This work is in very good condition with no obvious signs of wear.,Contemporary,Minimalism,2008,Good,Yes
680,David Fokos,Canal,This work is in very good condition with no obvious signs of wear to photo.Not examined out of frame.Chips to frame.,Contemporary,Realism,2001,Good,Yes
900,Philip Read,Cabbage Encompassing Earth,"This work is in overall good condition.Moderate wear to frame, more pronounced at corners.Slight marks to canvas.",Post-War,Surrealism,1990,Good,No
2600,Henry Schouten,Hens and Chicks,This work is in overall good condition.Small hole to canvas.Scratch to paint.,19th Century,Impressionism,1890,Good,Yes
800,Alan Turner,White Landscape,This work is in good condition.Artwork not examined outside of frame.Small pinholes in all four corners.Light smudges to mat.,Post-War,Expressionism,1978,Good,Yes
1500,Paul Narkiewicz,Nursery,Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,1980,Other,No
1500,Diane Sophrin,View Of Living Room,Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism,1983,Other,No
1875,William Lee Hankey,Coombe Village,This work is in very good condition.Small nicks to frame.Not examined out of frame.,Modern,Impressionism,1910,Good,Yes
800,Ron Trujillo,Atlantis Explosion No 4,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Some scuffs and marks at corners of wood frame.,Post-War,Expressionism,1987,Good,Yes
800,Joan Nelson,Untitled,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor scuffs to plexiglass at bottom.Minimal signs of wear to frame.,Post-War,Expressionism,1990,Good,Yes
800,Claire Van Vliet,Summer 2,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,1985,Good,Yes
1500,Sandy Walker,Beach Pastel,Artwork not examined outside of frame.No obvious signs of wear to artwork.Two dents on white mat at bottom left.,Post-War,Expressionism,1979,Other,Yes
1500,Alan Turner,Autumn Covering Summer,Artwork not examined outside of frame.Small pinholes in all four corners.Yellowing to paper.,Post-War,Expressionism,1979,Other,Yes
800,John Shaw,Brooklyn Bridge,This work is in good condition.Artwork not examined outside of frame.Not obvious signs of wear to artwork.Some surface scratches to plexiglass.Minimal surface wear to frame.,Post-War,Expressionism,1983,Good,Yes
800,Steven Barbash,Birds,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism,1977,Good,Yes
800,JOHN BELLANY,Untitled,This work is in good condition.Artwork not examined outside of frame.Minor rippling to paper.Minor surface wear to frame.,Post-War,Surrealism,1987,Good,Yes
3000,Irene Mamiye,Rays,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small chip to frame.,Contemporary,Pop Art,2050,Good,No
1500,Mel Pekarsky,Blue Hills,This work is in good condition.Artwork not examined outside of frame.Two small holes at top right and left corners.,Post-War,Expressionism,1977,Good,Yes
800,Mary Jo Vath,Lure,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Expressionism,1989,Good,Yes
3000,Irene Mamiye,Rays,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small chip to frame.,Contemporary,Pop Art,2050,Good,No
1500,Margo Sawyer,Ascension,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract,1987,Good,No
3000,Irene Mamiye,Rays,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small chip to frame.,Contemporary,Pop Art,2050,Good,No
800,Jack Knox,Whale,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,1986,Good,Yes
800,Jack Beal,Spotted Salamander,"This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Scuffs and marks to wood frame, more significant wear at top right corner.Surface wear to plexiglass and frame.",Post-War,Expressionism,1973,Good,Yes
2160,Oskar Laske,Meadow Scene,This work is in very good condition.Not examined out of frame.,Modern,Impressionism,1910,Good,Yes
1500,Joseph Sweeney,University Of PA Boathouse,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Smudges to mat.,Post-War,Realism,1993,Good,No
800,Steven Campbell,Lobster,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor surface wear to frame.Scratch to plexiglass across bottom.Minor separation of mitered corner of frame at lower right.,Post-War,Expressionism,1986,Good,Yes
3000,Irene Mamiye,Rays,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small mark to frame.,Contemporary,Pop Art,2050,Good,No
800,Susana Solano,Plaça Del Joc De La Pilota IV,Artwork not examined outside of frame.Minor rippling to paper.Minor surface wear to frame.,Post-War,Expressionism,1987,Other,Yes
800,Deborah Brown,Todd,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Realism,2001,Good,Yes
800,DON NICE,Bullfrog,This work is in good condition.Artwork not examined outside of frame.Minor discoloration to paper edges.Pin holes at corners of paper from previous hanging.Minor rippling of paper.Minor surface wear to frame.,Post-War,Realism,1972,Good,Yes
