price,artist,title,condition,period,movement,year_numeric,condition_grouped,is_signed
1275,Oliver Hirsch,Watched Water NBR 4,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2050,Good,No
800,MICHAEL MAZUR ,Serpentine With Orchids,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Pop Art,2005,Good,Yes
680,Dianna Frid,On The Modification Of Clouds I,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2011,Other,Yes
1500,Richard Woods,Woodblock Inlays 1 of 4,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,2011,Good,Yes
680,Chris Costan,MT 2000,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract,1997,Other,Yes
800,Kate Whiteford,Sitelines,This work is in good condition with no obvious damage to the artwork.Not examined outside of frame.,Post-War,Abstract,1989,Good,Yes
680,Chris Costan,MT 2011,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract,1997,Other,Yes
800,Steven Sorman,Unheard of II,This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract,2002,Good,Yes
1275,Porfirio Di Donna,Untitled #123,Not examined out of frame.Discoloration to edges of art.Discoloration to background paper.,Contemporary,Abstract,1975,Other,Yes
680,Robert Kushner,Reclining Man 29,This work is in good condition with no obvious signs of wear to art.Not examined out of frame.Small smudge to plexiglass at top left.Marks to frame.,Contemporary,Abstract,1987,Good,No
800,Steven Sorman,Spaces Between Words A Deaf Man Sees,"This work is in overall good condition.Not examined outside of frame.Slight buckling of paper, consistent with process.",Post-War,Minimalism,1978,Good,Yes
1500,Ann Turnley,Fancy Wall,This work is in very good condition.Artwork not inspected out of frame.Dent and light wear to frame on bottom right corner.,Post-War,Abstract,1978,Good,No
1275,David Hornung,Ladder / Triangle,This work is in very good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Surrealism,1988,Good,No
800,Brian O'Doherty,Untitled,This work is in overall good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract,2011,Good,Yes
1275,Orly Genger,Untitled,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2004,Other,No
680,Stephen Hartman,Untitled,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Occasional nicks to frame.,Contemporary,Abstract,1978,Good,Yes
800,Donald Traver,Untitled (From Vessels and Voids),This work is in very good condition.Artwork not inspected out of frame.Pin holes on top corners.Light wear to frame.,Post-War,Abstract,1994,Good,Yes
800,Stephanie Snider,Untitled (I),This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Contemporary,Surrealism,2001,Good,Yes
800,Kirsten Stolle,Diego I,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract,2002,Good,Yes
680,Mark Fox,Below,This work is in overall good condition.No examined outside of frame.Minor rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract,2012,Good,Yes
1275,Ralph Hilton,Untitled,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Abstract,1981,Good,No
1500,Christine Olsavsky,Humid Hearts,"This work is in good condition.Artwork not inspected out of frame.Marks, paint loss and dents to frame.",Post-War,Abstract,1989,Good,No
680,John Hoyland,Mael,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract,1986,Other,Yes
1500,Bob Nugent,Letter Folio,This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,1977,Good,No
1500,Mark Wilson,Untitled,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2008,Good,No
800,Cinda Sparling,"Untitled, 1988",This work is in overall good condition.Artwork not inspected out of frame.Chip on bottom edge of frame.Wear and paint loss to side edges of frame.Rippling to paper.,Post-War,Abstract,1988,Good,Yes
800,Joe Tilson,Signatures,This work is in very good condition.Artwork not examined outside of frame.Minor rippling to paper consistent with process.No obvious signs of wear to artwork.,Contemporary,Conceptual ,1988,Good,Yes
1275,George T. Grant,Fall I,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2008,Good,No
1500,Max Miller,Untitled NBR 60,This work is in good condition.Artwork not inspected out of frame.Wear to frame in areas.Pinholes to corners of artwork.,Post-War,Abstract,1987,Good,No
800,Paul Henry Ramirez,Juicy Little Passion #4,This work is in very good condition.Artwork not examined out of frame.Light scratching to plexiglass.,Contemporary,Abstract,2005,Good,Yes
680,Ford Crull,Relic Series #3,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract,1990,Good,Yes
1500,Dan Walsh,Viewing Suite III,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2008,Good,Yes
680,Robert Kushner,Reclining Man 18,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.,Contemporary,Abstract,1987,Good,Yes
800,Bruce Porter,Flute Like Voices III,This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract,1987,Good,Yes
680,Stephen Hartman,Untitled,This work is in good condition.Not examined out of frame.Buckling to paper.Frame is marked at lower left corner.,Post-War,Abstract,1980,Good,No
680,Steven Barbash,Four Tulips,No obvious signs of wear.Not examined out of frame.,Contemporary,Realism,1982,Other,Yes
1275,Stuart Nielsen,Untitled,Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract,1976,Other,No
1275,David Roth,Metamorphising/Spectrum,This work is in very good condition.Pinholes to work at corners and wear to edges of paper.Slight scuff to plexiglas glazing at bottom left.,Post-War,Geometric Abstraction,1971,Good,Yes
1275,Sonja Landberg,Drawing With Red Square,No obvious signs of wear.Not examined out of frame.,Post-War,Geometric Abstraction,1991,Other,Yes
1275,William Zehngut,Still Life With Blue Vase,Not examined outside of frame.No obvious signs of wear.,Contemporary,Realism,1979,Other,Yes
1275,Christopher Beane,Marble Painting 114,No obvious signs of wear.,Contemporary,Abstract,2012,Other,Yes
680,Ron Davis,Two Bar,No obvious signs of wear.,Contemporary,Geometric Abstraction,1971,Other,Yes
1275,Frances Barth,Untitled Drawing Nbr 201,Art has no obvious signs of wear.,Contemporary,Geometric Abstraction,1976,Other,No
1275,Unknown Artist,Untitled / Unknown,Not examined out of frame.Minor sheet undulation.Small mark to top of frame.,Contemporary,Realism,2000,Other,Yes
680,Jackie Battenfield,One Thousand Thoughts (Dusk),Art has no obvious signs of wear.,Contemporary,Realism,2001,Other,Yes
1275,Solien T.L.,Untitled,No obvious signs of wear.Not examined out of frame.,Contemporary,Organic/Biomorphic Abstraction,1990,Other,Yes
680,Mary Jo Vath,Sunflower,Not examined out of frame.Edge wear to frame.,Contemporary,Realism,1990,Other,Yes
680,Ed Albers,Disection Series,Not examined out of frame.No obvious signs of wear.,Contemporary,Organic/Biomorphic Abstraction,1989,Other,No
680,DON NICE,Radish,No obvious signs of wear.Not examined out of frame.,Post-War,Realism,1972,Other,Yes
680,John Newman,Red Through And Through,"Not examined out of frame.Art piece slipped off the hinge, resting on bottom of frame.",Contemporary,Abstract,2010,Other,Yes
680,Jane Goldman,Window Reflection,No obvious signs of wear.Not examined out of frame.,Contemporary,Realism,2008,Other,Yes
1275,T. L. Solien,Blue Stem Land,Not examined outside of frame.Pinholes to edges of paper.No obvious signs of wear otherwise.,Contemporary,Abstract,1986,Other,No
1275,Laura Newman,Blue And Orange,Not examined out of frame.A few minor marks to frame.,Contemporary,Abstract,1987,Other,No
1275,Christopher Beane,Marble Painting 16,No obvious signs of wear.,Contemporary,Abstract,2012,Other,No
680,Stuart Allen,Untitled (Still Life),Not examined outside of frame.No obvious signs of wear.,Post-War,Realism,1983,Other,Yes
1275,Jon Groom,Untitled,Area of wear to frame at top center.Art shows no obvious signs of wear.,Contemporary,Geometric Abstraction,1985,Other,Yes
1275,Richard Smith,On The Bowery Number 32,No obvious signs of wear.,Contemporary,Pop Art,1964,Other,Yes
680,Jackie Battenfield,One Thousand Thoughts (Noon),Art has no obvious signs of wear.,Contemporary,Realism,2001,Other,Yes
680,Robert Janz,North Field CPP10,Not examined out of frame.Scratches to plexiglass detected upon close inspection.Sheet undulation.One small mark to sheet.,Contemporary,Organic/Biomorphic Abstraction,2007,Other,Yes
1275,Orly Genger,Untitled,Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract,2004,Other,No
680,Yasuyuki Shibata,Satsuma,Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction,2011,Other,Yes
680,Carolyn Brady,"Green Lamp, Red Table",Not examined out of frame.No obvious signs of wear.,Contemporary,Realism,1985,Other,Yes
1275,Pietro Consagra,Diasporo,No obvious signs of wear to art.,Contemporary,Abstract,1973,Other,Yes
680,Jane Kent,Untitled Xiv,Not examined out of frame.No obvious signs of imperfection.,Contemporary,Organic/Biomorphic Abstraction,1989,Other,No
680,Jane Kent,"Untitled, A Study For Skating",Not examined out of frame.Mark to frame.,Contemporary,Abstract,2008,Other,No
1275,Marischa Burckhardt,Cut Squares,Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction,1978,Other,No
680,Ian Hamilton Finlay,Sea Poppy,Not examined out of frame.Scratches throughout plexiglas.,Contemporary,Abstract,1968,Other,No
680,Jane Kent,Miracle Grow #17,Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract,2012,Other,Yes
1275,Gary Bower,Rolph Series,Not examined out of frame.Significant undulation to sheet.Water stain to top of sheet.Scattered marks to frame.Surface scratches to plexiglass.Toning to perimeter of sheet.,Contemporary,Geometric Abstraction,1970,Other,No
680,Jane Kent,Untitled,Not examined out of frame.No apparent imperfections.,Contemporary,Geometric Abstraction,2012,Other,No
1275,T. L. Solien,Juniper,Not examined outside of frame.Pinholes at edges of paper.No other obvious signs of wear.,Contemporary,Abstract,1986,Other,No
680,John Duff,Untitled Print,Not examined out of frame.Scattered surface scratches to plexiglas.One faint mark to bottom left side of frame.Small white mark to right side of frame.,Modern,Geometric Abstraction,1975,Other,Yes
